num_players,player_stack,player_cards,pre_flop,flop,decision_flop,turn,decision_turn,river,decision_river,net_result,winners
6,5.62,6s 9d,"received, received, folds, does",,,,,,folded,0.0,Jolly2chew
5,5.0,6s,"has, received, received, folds, does",,,,,,folded,-0.1,Parcker
6,20.0,4d Kd,"received, received, folds",3d 9s Jh,,Jc,,5d,,0.0,"Pimpika, Gargantuatua"
6,5.0,9h Kh,"has, received, received, folds",Kc Kd 7h,,4s,,,,-0.1,GIGANTORR
6,10.15,9d 2s,"received, received, folds, does",,,,,,folded,0.0,joeyzzz
5,97.76,2s Qc,"received, received, folds, does",,,,,,folded,0.0,Ice
4,5.0,6c 8d,"has, received, received, folds, does",,,,,,folded,-0.25,dtnfk
5,42.11,5s 4h,"received, received, folds",Qs 6c 3d,,Ah,,,,0.0,Portly23
6,42.89,2s 2h,"received, received, folds",7h 9s 7d,,,,,,0.0,gust
5,20.0,Jh Jc,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
6,5.62,Jd Ks,"received, received, folds, does",,,,,,folded,0.0,FirstClan
4,40.61,Jh 9h,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,5.0,4h 8c,"received, received, folds, does",,,,,,folded,0.0,FirstClan
5,100.26,9h Jh,"received, received, raises, folds, does",,,,,,folded,-2.5,ThxBro
6,5.0,7h 3c,"has, received, received, folds, does",,,,,,folded,-0.25,ISULDURR
5,20.5,5h Ac,"has, received, received, folds, does",,,,,,folded,-0.5,Ice
5,20.0,Ah 4d,"received, received, folds",Qc 10d 8s,,4c,,,,0.0,Pimpika
5,98.76,Kd Qd,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
6,10.15,5c 4h,"received, received, folds, does",,,,,,folded,0.0,joeyzzz
6,42.89,6d Ac,"received, received, folds",10s 10d 5c,,,,,,0.0,Zackrei
4,20.87,As Ad,"has, received, received, raises, allin",9s 6d 4d,,Kh,,9h,,19.74,IlxxxlI
5,20.0,8c 2s,"received, received, folds, does",,,,,,folded,0.0,gust
4,20.0,Qd 8h,"has, received, received, mucks, mucks",,,,,,,0.5,IlxxxlI
6,5.0,6c Kc,"received, received, folds",9s 6s As,,,,,,0.0,Flushdogg
4,20.0,4c 6c,"received, received, folds, does",,,,,,folded,0.0,Ice
5,41.39,5d 9d,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
4,21.87,8s 3d,"has, received, received, folds, does",,,,,,folded,-1.0,Ice
6,10.15,9d Jh,"received, received, folds, does",,,,,,folded,0.0,joeyzzz
6,5.0,6d Qd,"received, received, folds, does",,,,,,folded,0.0,Flushdogg
6,5.62,5c 4s,"received, received, folds",5s 7c 4c,,2c,,,,0.0,Parcker
5,94.5,8d Ac,"received, received, raises",6h 6s Kd,"bets, mucks, mucks",,,,,4.26,IlxxxlI
4,5.05,4h 6h,"received, received, raises, folds",7h 2c 9d,,8s,,,,-0.58,FirstClan
4,20.0,3h 4h,"received, received, folds, does",,,,,,folded,0.0,Gargantuatua
5,20.5,4s Kd,"has, received, received, folds",3c 8c 7s,,8s,,,,-0.5,gust
4,21.5,Js 5c,"has, received, received, folds, does",,,,,,folded,-1.0,Pimpika
4,21.87,8s Qs,"received, received, folds",6c 10c 4d,,,,,,0.0,Ice
5,5.0,6s 2c,"received, received, folds",10s 7s Js,,,,,,0.0,ISULDURR
4,41.89,6s 5c,"has, received, received, folds",4s 10c 2s,,,,,,-0.5,Ice
6,10.15,5s,"received, received, folds",9c 5c Ad,,9s,,8c,,0.0,Parcker
5,20.0,8d 8c,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,66.5,9s 9c,"has, received, received, caps",2h 9d Qh,,Js,,Ad,,28.0,IlxxxlI
4,20.0,2s 6c,"received, received, folds",Kc 9h Jc,,,,,,0.0,Gargantuatua
6,5.0,Ac Jh,"received, received, raises",4c Kd 10s,checks,7h,"bets, mucks, mucks",,,0.62,IlxxxlI
5,5.0,4c 3s,"received, received, folds",Ac 2h 10s,,5d,,7d,,0.0,ISULDURR
6,5.3,9d 8c,"has, received, received, folds",7d 6d Kc,,4s,,,,-0.25,Parcker
5,20.5,5h Qd,"has, received, received, folds, does",,,,,,folded,-0.5,Ice
7,10.4,6c Kc,"has, received, received, calls",10s As 9h,"checks, folds, does",,,,folded,-0.25,xx10jqkaxx
5,21.87,Ks 4d,"received, received, folds",Jh 8c 7d,,,,,,0.0,Ice
5,67.5,2s,"has, received, received, folds, does",,,,,,folded,-1.0,Open_Seat
5,5.0,Ks 4s,"has, received, received, folds, does",,,,,,folded,-0.1,Parcker
5,42.89,7h Kh,"has, received, received, folds",8h 8c Ac,,Ah,,,,-1.0,Pimpika
5,5.0,Qh,"has, received, received, folds, does",,,,,,folded,-0.25,Flushdogg
5,21.5,2h 6s,"has, received, received, folds, does",,,,,,folded,-1.0,Ice
7,11.03,4s 6s,"has, received, received, calls",10c 7s 10h,"checks, folds, does",,,,folded,-0.63,Ice
5,20.0,6h Ks,"received, received, folds",2d 9d 8h,,3s,,,,0.0,Gargantuatua
5,5.0,9c Qh,"received, received, folds, does",,,,,,folded,0.0,ISULDURR
5,40.0,Ad Js,"received, received, raises",10h Jc 2c,bets,3s,bets,Jd,caps,27.5,IlxxxlI
5,42.89,2h 3c,"received, received, folds",9h As 6c,,,,,,0.0,Tedonutz
6,5.0,4s 2d,"has, received, received, folds",Ks 6c 10c,,9d,,6s,,-0.1,CodyCap
5,40.0,6c 9c,"received, received, folds, does",,,,,,folded,0.0,ThxBro
4,22.08,Js Jd,"received, received, raises, allin",10c 3h Qd,,6c,,9d,,-22.08,bardat
6,5.8,Ah Jd,"received, received, raises, folds",Jh 2c 10d,,8c,,7s,,-0.5,FirstClan
5,21.87,Qc 4d,"received, received, folds",Ah Kc 2d,,Js,,Kd,,0.0,"Ice, Gargantuatua"
7,11.53,6c 6d,"received, received, raises",4d 8h Qd,"folds, does",,,,folded,-0.5,Parcker
5,21.5,Js 3d,"received, received, folds",5s 4s 7h,,,,,,0.0,LAGrinder
4,40.0,Js,"received, received, raises, folds, does",,,,,,folded,-2.5,Ice
5,22.37,Qs,"has, received, received, folds, does",,,,,,folded,-0.5,Ice
7,11.53,8h,"received, received, folds, does",,,,,,folded,0.0,joeyzzz
4,42.89,Kh 6h,"received, received, folds",Qc 3s 5d,,Ks,,4h,,0.0,Zackrei
4,21.5,3d 5s,"received, received, folds, does",,,,,,folded,0.0,Ice
5,5.0,9c 2d,"received, received, folds",Qd 5d 4h,,7c,,9h,,0.0,Parcker
6,5.0,9c 6h,"has, received, received, checks",Js 10h 6d,checks,Jh,checks,Qh,"checks, folds, folded",-0.25,CodyCap
6,5.8,7h 6h,"received, received, folds",6d 3d Qs,,,,,,0.0,FirstClan
5,22.58,8h Kh,"has, received, received, folds",8c 9c 4s,,,,,,-0.5,bardat
4,20.0,Jc Kh,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,23.37,6s Qd,"has, received, received, folds, does",,,,,,folded,-1.0,Ice
5,5.0,5d Ad,"received, received, folds",8c 7c Kd,,,,,,0.0,ISULDURR
6,6.42,Js,"received, received, raises, folds, does",,,,,,folded,-0.62,bclever
6,5.0,Kh 8h,"received, received, folds, does",,,,,,folded,0.0,Jolly2chew
7,11.53,4d Jh,"received, received, folds",7d Ad 2h,,8d,,5s,,0.0,BadOutfit
4,42.89,Qd Jh,"received, received, folds",3c 9s Kd,,8s,,3h,,0.0,Pimpika
5,40.0,Qc 9c,"received, received, calls, folds",7h 2h Jh,,8h,,6c,,-2.0,Open_Seat
3,23.5,9d 9c,"received, received, allin",7s Kh 7d,,,,4s,,-23.5,Ice
6,14.53,Jc 9c,"received, received, raises",Ad Ac 4d,"checks, calls",Kh,"checks, calls",5d,"checks, folds, folded",-1.25,postaltex
7,11.53,4h,"received, received, folds, does",,,,,,folded,0.0,xx10jqkaxx
5,23.58,Js 4h,"has, received, received, folds",9c 3d 5d,,,,,,-1.0,hunting2aces
6,6.42,8d,"received, received, folds, does",,,,,,folded,0.0,Parcker
6,5.0,9s Ac,"received, received, folds",Ks 5c 9h,,7d,,Js,,0.0,Jolly2chew
5,5.1,2c 7c,"has, received, received, raises",9h 6c Js,"checks, folds, does",,,,folded,-0.5,Parcker
3,42.89,5c 9c,"received, received, folds, does",,,,,,folded,0.0,Ice
6,14.53,3d 8s,"received, received, folds, does",,,,,,folded,0.0,Parcker
5,23.58,6s,"received, received, folds, does",,,,,,folded,0.0,Gargantuatua
4,5.35,4c 7h,"has, received, received, checks",Qs Ac Qd,"folds, does",,,,folded,-0.25,dtnfk
5,6.52,6s,"has, received, received, folds",Js 8d Ah,,,,,,-0.1,dtnfk
5,23.37,Qc 9s,"received, received, folds",Kh As 8h,,2c,,,,0.0,Gargantuatua
5,40.0,4s Qh,"has, received, received, folds",3s 5s 7h,,8c,,2d,,-0.5,Open_Seat
6,15.15,8d 6d,"received, received, raises, folds, does",,,,,,folded,-0.62,BiGFck
3,24.0,6c Qh,"has, received, received, folds",2d 3c 5c,,As,,4h,,-0.5,LAGrinder
5,42.89,3d 3h,"received, received, folds",9h 9s 2s,,Ks,,7h,,0.0,Ice
6,5.0,2h 7h,"received, received, folds, does",,,,,,folded,0.0,Jolly2chew
5,5.0,Ah Kd,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
6,6.77,7d 3h,"has, received, received, folds, does",,,,,,folded,-0.25,Parcker
6,15.15,4d Kc,"received, received, folds, does",,,,,,folded,0.0,FirstClan
7,11.53,6h Ah,"received, received, folds",4s 5h 2h,,,,,,0.0,BiGFck
6,6.77,8s 5h,"received, received, folds, does",,,,,,folded,0.0,bclever
5,40.0,4c 6h,"has, received, received, folds, does",,,,,,folded,-1.0,Open_Seat
5,23.37,6d 5c,"received, received, folds, does",,,,,,folded,0.0,winnipuh
4,21.5,Jc Qc,"has, received, received, allin, mucks, mucks",,,,,,,2.5,IlxxxlI
5,28.38,As,"received, received, raises",Jc Kd 3c,checks,2c,"folds, does",,folded,-2.3,Portly23
5,5.0,9c Qs,"received, received, raises, folds, does",,,,,,folded,-0.5,Jolly2chew
6,6.77,Kc 3s,"received, received, folds, does",,,,,,folded,0.0,Parcker
5,28.88,Kh 2c,"has, received, received, folds, does",,,,,,folded,-0.5,Gargantuatua
5,6.77,8c Js,"received, received, folds, does",,,,,,folded,0.0,bclever
5,40.0,8s Qh,"received, received, folds, does",,,,,,folded,0.0,WomboComboAA
5,21.5,Jh Qs,"received, received, folds",5c Ad 5d,,6c,,Kc,,0.0,LAGrinder
6,15.25,Jh 7h,"has, received, received, folds",10c 6h 9h,,,,,,-0.1,FirstClan
5,5.1,Ah 9h,"has, received, received, folds, does",,,,,,folded,-0.1,Jolly2chew
6,43.39,2d Qh,"has, received, received, folds",8d 5s 6d,,5c,,Qs,,-0.5,Zackrei
6,5.0,Ks 7c,"received, received, folds",2c 5c 2d,,4d,,4s,,0.0,dtnfk
5,23.37,6s Kd,"received, received, folds",2s Ks Ad,,2h,,5h,,0.0,"LAGrinder, l3ae"
5,6.42,Ac 9d,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
7,11.63,6d 4d,"has, received, received, folds",2h 2d 2s,,7s,,8c,,-0.1,DarkKnight247
5,27.5,3c 6d,"has, received, received, checks",3h 6s 7h,checks,8d,"bets, mucks, mucks",,,1.38,IlxxxlI
5,20.0,Ah 6c,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,6.17,8d 8h,"has, received, received, raises, mucks, mucks",,,,,,,0.25,IlxxxlI
6,5.0,8h 9s,"received, received, folds",Ah Qd 3h,,,,,,0.0,ISULDURR
6,44.39,3s Qh,"has, received, received, folds, does",,,,,,folded,-1.0,dd
6,11.53,Ac,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
5,40.0,Ks 6h,"received, received, folds",5d 8c Ah,,8s,,,,0.0,Maria_Pia
5,23.37,Kc 2s,"received, received, folds",3c Qd Kd,,4d,,,,0.0,l3ae
6,5.1,8d Ad,"has, received, received, allin",8h 10c 3h,,6c,,9d,,-5.1,dtnfk
6,15.5,7c 8d,"has, received, received, folds",5h 2h Jh,,,,9h,,-0.25,postaltex
5,5.35,6s 7c,"has, received, received, folds",7h 2s 7d,,8s,,Kh,,-0.25,dtnfk
5,6.42,Qc,"has, received, received, folds",8h Qs Ac,,,,,,-0.25,bclever
6,26.0,Ad,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,20.0,Qs 6h,"has, received, received, folds",3d 9c 8h,,,,,,-0.5,Ice
5,24.5,Ad Kc,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,23.87,Jd 3d,"has, received, received, folds, does",,,,,,folded,-0.5,LAGrinder
6,44.39,Jc,"received, received, folds",Ks Ad 6s,,Js,,7s,,0.0,gubal123
6,15.5,3c Qs,"received, received, folds, does",,,,,,folded,0.0,BiGFck
5,40.0,Ad Qd,"received, received, raises, calls",Js 6d 5s,,9s,,3c,mucks,-30.0,Ice
6,5.35,Jd 5h,"has, received, received, folds",9h 4s Kd,,,,,,-0.25,Flushdogg
5,5.35,2s Ad,"received, received, folds",Qs 4d 9s,,Ac,,4c,,0.0,CodyCap
6,6.42,7c,"received, received, folds",Qh 2s Jc,,,,,,0.0,The_felts_finest
6,11.53,8c 5d,"received, received, folds",4h 8h 3s,,Qh,,,,0.0,Parcker
5,5.0,Ac 9s,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
5,24.5,6d 5h,"received, received, folds",2d Jc 9d,,Kh,,3h,,0.0,Portly23
6,5.0,7c 7s,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
5,15.5,4d 8s,"received, received, folds",3h 5d 7c,,,,,,0.0,postaltex
4,40.0,8h 2c,"received, received, folds",6c 7s 5h,,,,,,0.0,Ice
4,40.5,2h Qd,"has, received, received, folds, does",,,,,,folded,-0.5,Open_Seat
5,24.87,3s 3c,"has, received, received, folds",Kh Ah 4d,,4s,,,,-1.0,l3ae
5,23.5,Qc Kh,"has, received, received, calls",Qd 5c 9h,"checks, calls",Js,"checks, allin",2s,,-23.5,Ice
6,7.04,8h Ah,"received, received, raises, folds, does",,,,,,folded,-0.62,lukopti
6,44.39,8s 9c,"received, received, folds",2s 2c Jd,,,,,,0.0,gubal123
6,5.0,3c 3d,"received, received, folds, does",,,,,,folded,0.0,Flushdogg
5,15.5,Qh 9s,"received, received, folds, does",,,,,,folded,0.0,dtnfk
5,25.0,Qh 2d,"has, received, received, folds",8s Kh Kc,,,,,,-0.5,BiGFck
5,5.0,Kd Qs,"received, received, raises, folds",3c 9d As,,6s,,,,-0.58,Jolly2chew
4,40.0,9d,"has, received, received, mucks, mucks",,,,,,,0.5,IlxxxlI
6,10.35,Jd,"received, received, raises",4c 8h 9d,bets,7d,"bets, mucks, mucks",,,1.18,IlxxxlI
6,6.42,Kh Ac,"received, received, raises",6h Jc 5d,"bets, mucks, mucks",,,,,0.62,IlxxxlI
4,26.0,7s Qh,"has, received, received, folds, does",,,,,,folded,-1.0,Portly23
6,44.39,3d,"received, received, folds",4s Qh 6d,,,,,,0.0,dd
5,5.0,8h Kh,"has, received, received, folds",4c 2s 5d,,Ac,,,,-0.1,Jolly2chew
5,23.5,3c,"received, received, folds, does",,,,,,folded,0.0,LAGrinder
5,26.0,6c 3s,"received, received, folds, does",,,,,,folded,0.0,BiGFck
6,6.52,5h Qh,"has, received, received, folds, does",,,,,,folded,-0.1,The_felts_finest
6,5.0,6c Ac,"received, received, folds",7h 10c 9h,,3c,,,,0.0,dtnfk
4,40.0,7h 4s,"received, received, folds, does",,,,,,folded,0.0,Ice
6,15.5,Qs 2c,"received, received, folds",Ac 7d 7h,,2h,,,,0.0,BiGFck
4,26.0,3s 8d,"received, received, folds, does",,,,,,folded,0.0,BiGFck
5,30.91,8d 9d,"received, received, raises",8h 7c 2h,"bets, folds, folded",9c,,Qh,,-6.04,LAGrinder
6,10.35,Kc 7c,"received, received, folds",Qc 10h 7s,,,,,,0.0,joeyzzz
5,5.0,Kd Qd,"has, received, received, folds, does",,,,,,folded,-0.25,Jolly2chew
6,6.42,,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
6,5.0,6c 3d,"received, received, folds, does",,,,,,folded,0.0,BiGFck
5,30.91,9h Jd,"received, received, folds, does",,,,,,folded,0.0,l3ae
5,40.0,9s 6s,"received, received, folds, does",,,,,,folded,0.0,Ice
5,22.0,5s 5c,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
4,25.0,Ac Kh,"has, received, received, raises, mucks, mucks",,,,,,,1.0,IlxxxlI
6,5.65,Jd Jh,"received, received, raises",10s 8d 3c,"bets, mucks, mucks",,,,,0.77,IlxxxlI
6,10.35,9c 5c,"received, received, folds",Ks Ad 8d,,,,,,0.0,BadOutfit
6,5.0,6s 4d,"has, received, received, folds, does",,,,,,folded,-0.1,ISULDURR
6,15.6,Jh 8d,"has, received, received, folds, does",,,,,,folded,-0.1,FirstClan
5,30.91,8c Kh,"received, received, folds, does",,,,,,folded,0.0,LAGrinder
5,44.39,2d 2h,"received, received, folds",Ks 3h 9s,,9c,,8h,,0.0,Ice
4,20.0,,"has, received, received, allin, mucks, mucks",,,,,,,5.0,IlxxxlI
5,22.0,Qc 9d,"received, received, folds, does",,,,,,folded,0.0,Gargantuatua
6,5.65,7h Kh,"received, received, folds",2h 10d 6d,,7d,,,,0.0,The_felts_finest
6,10.0,Ah Kh,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
6,5.0,6c Jh,"has, received, received, folds, does",,,,,,folded,-0.25,ISULDURR
5,5.0,4c,"received, received, folds",4s Jd 3d,,Qh,,8s,,0.0,CodyCap
5,40.0,8h 2s,"received, received, folds",3d Qh 6c,,Jh,,9d,,0.0,Open_Seat
5,30.91,2c 7h,"received, received, folds, does",,,,,,folded,0.0,l3ae
5,5.65,5c,"received, received, folds, does",,,,,,folded,0.0,dtnfk
5,44.39,7h 5d,"received, received, folds, does",,,,,,folded,0.0,BiGFck
6,10.0,2s 4h,"has, received, received, folds",6s 4s 6d,,,,,,-0.1,xx10jqkaxx
5,40.0,4h,"has, received, received, folds, does",,,,,,folded,-0.5,Open_Seat
5,22.0,7d 5s,"received, received, folds",Jc Kh 10d,,,,,,0.0,Gargantuatua
5,44.39,8h Ad,"received, received, folds, does",,,,,,folded,0.0,Zackrei
6,5.0,7d 8c,"received, received, folds",3c 6d 10d,,,,,,0.0,dtnfk
7,10.0,9s 2d,"has, received, received, folds, does",,,,,,folded,-0.25,DarkKnight247
5,22.5,5s 4h,"has, received, received, folds, does",,,,,,folded,-0.5,LAGrinder
6,5.0,5c,"received, received, folds, does",,,,,,folded,0.0,dtnfk
5,5.0,3h 4d,"received, received, folds",2s 2h 9c,,,,,,0.0,dtnfk
6,5.0,2c 5c,"received, received, folds, does",,,,,,folded,0.0,ISULDURR
5,40.0,Qs 5h,"has, received, received, folds, does",,,,,,folded,-1.0,Open_Seat
5,5.65,6c 2c,"received, received, folds",8h 4h As,,Jc,,9c,,0.0,The_felts_finest
5,22.0,3h Kd,"has, received, received, mucks, mucks",,,,,,,0.5,IlxxxlI
5,32.91,3s 3d,"has, received, received, calls",9h Qc 8h,checks,Ks,checks,6s,"checks, mucks",-2.0,Gargantuatua
5,44.89,Ah 6d,"has, received, received, folds",9d Kc 4d,,5d,,9h,,-0.5,Maria_Pia
5,5.0,4d 7d,"received, received, folds",As Jc 2c,,3d,,9d,,0.0,Jolly2chew
6,13.3,8h Ah,"has, received, received, checks",10s 4h Jc,bets,9h,bets,Qh,"bets, mucks",2.3,IlxxxlI
5,5.75,7d Kd,"has, received, received, folds",Qd 3s 9h,,3d,,,,-0.1,The_felts_finest
5,22.0,7h 9s,"received, received, folds, does",,,,,,folded,0.0,LAGrinder
6,5.0,6d 8d,"received, received, folds",Qd 5d 9c,,4c,,5s,,0.0,Flushdogg
5,40.0,6h 9h,"received, received, folds",5c Kc Qs,,,,,,0.0,Ice
6,13.3,8s 7c,"received, received, folds, does",,,,,,folded,0.0,BiGFck
5,5.1,7h Kd,"has, received, received, folds, does",,,,,,folded,-0.1,Jolly2chew
4,22.0,3s,"received, received, folds, does",,,,,,folded,0.0,Ice
5,22.5,Ac,"has, received, received, allin",9h 10d Kh,,2d,,7s,,22.39,IlxxxlI
5,40.0,7h 4h,"received, received, folds, does",,,,,,folded,0.0,Open_Seat
5,5.0,7h,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
5,33.91,4s,"has, received, received, folds",Jd As Kh,,2d,,2c,,-1.0,l3ae
5,22.5,Kc 5h,"received, received, folds",Ad As 3s,,,,,,0.0,Simav
4,22.0,Kc 4s,"received, received, folds, does",,,,,,folded,0.0,LAGrinder
6,5.1,3s Kc,"has, received, received, folds",3h Ad 2d,,Kh,,4c,,-0.1,Flushdogg
5,5.0,Ac Jd,"has, received, received, allin, mucks, mucks",,,,,,,0.75,IlxxxlI
5,5.0,As 7c,"received, received, folds, does",,,,,,folded,0.0,Jolly2chew
5,33.91,8s,"received, received, folds, does",,,,,,folded,0.0,l3ae
5,40.0,Kc Qs,"received, received, raises, folds, does",,,,,,folded,-2.5,Ice
6,6.56,Js As,"received, received, raises",Qd 10c 5c,calls,8h,checks,Kd,allin,6.74,IlxxxlI
6,5.35,9s Jh,"has, received, received, folds, does",,,,,,folded,-0.25,ISULDURR
4,22.0,6s 4c,"received, received, folds",Jd 3c 4s,,7h,,,,0.0,Gargantuatua
5,33.91,4c 7d,"received, received, folds",Qd 8s 6c,,,,,,0.0,winnipuh
6,5.0,3c Jd,"received, received, folds",8c 9s 9d,,3s,,,,0.0,bclever
6,5.35,5s Qh,"received, received, folds, does",,,,,,folded,0.0,dtnfk
5,22.5,4s 8c,"received, received, folds",8d Ad 8s,,Kd,,Qd,,0.0,Ice
5,40.0,As Jh,"received, received, raises, folds, does",,,,,,folded,-2.3,Ice
5,5.0,9d 8s,"received, received, folds, does",,,,,,folded,0.0,bclever
6,5.46,Qc Qs,"received, received, raises, mucks, mucks",,,,,,,1.1,IlxxxlI
4,22.5,2c,"received, received, folds, does",,,,,,folded,0.0,Ice
5,33.91,9c 5s,"received, received, folds",6s As Qd,,,,,,0.0,Ice
4,22.5,Jh 8d,"has, received, received, folds, does",,,,,,folded,-0.5,Ice
3,21.0,Kd 3d,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
6,5.46,2h 3d,"received, received, folds, does",,,,,,folded,0.0,Parcker
3,20.0,6h Ac,"has, received, received, allin, mucks, mucks",,,,,,,1.0,IlxxxlI
5,20.0,Ad,"has, received, received, allin, mucks, mucks",,,,,,,2.5,IlxxxlI
6,5.56,4s Kc,"has, received, received, folds, does",,,,,,folded,-0.1,Parcker
5,33.91,4h 7h,"received, received, folds",3h Qs 7c,,Kh,,,,0.0,l3ae
5,40.0,As 4h,"has, received, received, folds",Ks 7h 8s,,,,6s,,-0.5,Open_Seat
6,5.35,3h Qs,"received, received, folds",4d 6h Jc,,4c,,Ad,,0.0,ISULDURR
5,5.0,9h 2d,"received, received, folds",Jh 7c 4c,,4s,,,,0.0,bclever
5,5.0,4d 4c,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
5,5.0,6s 4h,"has, received, received, folds, does",,,,,,folded,-0.1,bclever
6,5.0,6c 9h,"received, received, folds",10s 8h Js,,2d,,7c,,0.0,Jolly2chew
5,20.0,Jc Ac,"received, received, raises, folds",4c 9d Kh,,,,,,-2.5,LAGrinder
3,20.0,9c Kc,"has, received, received, calls",7s 2d Jd,checks,8s,calls,Qd,"folds, folded",-3.9,Simav
5,5.0,Ks 7d,"received, received, folds, does",,,,,,folded,0.0,Flushdogg
5,34.41,5d Qc,"has, received, received, folds",5s As 7c,,3c,,,,-0.5,winnipuh
5,40.0,8h 5h,"has, received, received, calls",9c Ac 4s,"checks, folds, does",,,,folded,-2.5,Ice
5,20.0,3c Qh,"received, received, folds, does",,,,,,folded,0.0,Maria_Pia
5,40.0,Kh 8d,"received, received, folds, does",,,,,,folded,0.0,Ice
6,5.0,8h 5d,"received, received, folds",Js Ks 3c,,,,,,0.0,Parcker
3,20.0,6d 9h,"received, received, folds",3h 8d Qh,,3s,,9d,,0.0,Maria_Pia
5,35.41,Jc 7d,"has, received, received, folds, does",,,,,,folded,-1.0,LAGrinder
6,5.81,Kc 3c,"has, received, received, folds",Kd 2d 8d,,,,,,-0.25,postaltex
3,20.0,4s,"received, received, folds, does",,,,,,folded,0.0,Ice
4,5.0,5s 2s,"has, received, received, calls",4s 8h 3h,calls,8d,bets,9h,allin,-5.0,ThatDamnBlake
6,5.0,Qd 7c,"has, received, received, folds, does",,,,,,folded,-0.1,Parcker
5,35.41,2s 3c,"received, received, folds",7d 5s Kd,,Qh,,4h,,0.0,l3ae
5,20.0,Ad 3c,"received, received, folds",2s Qh 3s,,9d,,8s,,0.0,Gargantuatua
5,35.41,5c Kc,"received, received, folds, does",,,,,,folded,0.0,winnipuh
6,5.0,2c As,"has, received, received, folds, does",,,,,,folded,-0.25,Jolly2chew
4,5.77,Ks,"has, received, received, calls",2h Qd 2s,"checks, raises",4s,checks,9s,"checks, folds, folded",-1.5,lukopti
6,10.64,Ah Kh,"received, received, raises, allin",4s 5h 7d,,7s,,Qh,,-4.83,postaltex
2,20.0,6h 7s,"has, received, received, raises",10c 4s 8h,bets,Ac,bets,Qh,checks,-6.52,Ice
5,40.0,6c 7h,"received, received, folds",Kh 8d 3s,,3d,,,,0.0,Maria_Pia
4,5.0,Js Qs,"has, received, received, raises",7d Kh 10d,"bets, mucks, mucks",,,,,0.77,IlxxxlI
2,20.78,Ah,"has, received, received, folds",2d Ks 3h,,5d,,8h,,-1.0,Simav
5,20.0,3h 2c,"has, received, received, folds",8h Kd 2h,,Qc,,,,-0.5,GagaPoker
6,9.84,As Qh,"received, received, raises",4d Qc 6s,"bets, mucks, mucks",,,,,0.8,IlxxxlI
5,5.0,4d Kc,"received, received, folds, does",,,,,,folded,0.0,dtnfk
5,40.0,8h Kd,"received, received, folds, does",,,,,,folded,0.0,Open_Seat
5,35.41,4h Qh,"received, received, folds",Js 10c 5h,,6h,,,,0.0,LAGrinder
6,9.84,8d 2c,"received, received, folds, does",,,,,,folded,0.0,FirstClan
5,20.0,4s Qs,"has, received, received, folds",7h 8s Qh,,9c,,6h,,-1.0,Gargantuatua
5,35.41,6c 5h,"received, received, folds, does",,,,,,folded,0.0,Ice
