num_players,player_stack,blind,player_cards,pre_flop,flop,decision_flop,turn,decision_turn,river,decision_river,net_result
6,44.9,0,Qs 6d,"received, received, folds",Kd 5c 10d,,2s,,,,0.0
8,40.0,0,4d 5h,"received, received, folds",Qc 7h 8h,,,,,,0.0
6,21.5,0,9s Kd,"received, received, folds",10c 4c 2d,,3h,,,,0.0
6,86.35,0,9h Qd,"received, received, folds",Kh Ah Qs,,,,,,0.0
5,43.0,2,9c 10d,"received, received, calls",8h As Ad,checks,9h,"bets, mucks",,,2.7
6,43.4,0,4d 4s,"received, received, raises, mucks",,,,,,,1.5
6,42.23,2,10h Js,"received, received, calls",Kd 7c 10s,checks,Jc,"raises, mucks",,,6.12
8,40.0,1,5d 4s,"received, received, folds",,,,,,,-1.0
5,41.5,0,Kd Qh,"received, received, raises, mucks",,,,,,,1.5
8,41.5,1,9c 10c,"received, received, folds",5s 9h Ah,,Jd,,,,-0.5
6,80.0,0,Qd Ac,"received, received, raises",As Qc 5s,"bets, mucks",,,,,6.35
6,43.4,0,10s 8c,"received, received, folds",,,,,,,0.0
5,41.5,0,3d 10c,"received, received, folds",,,,,,,0.0
6,80.0,1,6c Kd,"received, received, folds",,,,,,,-1.0
8,40.0,2,Kd 2s,"received, received, folds",,,,,,,-2.0
6,42.23,0,5d Qd,"received, received, folds",,,,,,,0.0
6,21.5,0,Jc 5h,"received, received, folds",8d Qs 4h,,,,,,0.0
8,40.0,0,8h Ac,"received, received, folds",,,,,,,0.0
6,80.0,2,6s 10h,"received, received, folds",,,,,,,-2.0
5,40.0,0,Ah As,"received, received, raises, mucks",,,,,,,1.5
8,43.5,2,10h Qd,"received, received, calls",6s 3s 8h,"checks, folds",,,,,-2.0
6,21.5,0,3h 7h,"received, received, folds",,,,,,,0.0
6,80.0,0,Qc 10h,"received, received, folds",,,,,,,0.0
6,43.9,1,2d 10s,"received, received, folds",Qd Ac 5d,,As,,,,-0.5
5,40.0,1,Qd 3c,"received, received, folds",,,,,,,-0.5
3,22.57,1,Kd 10h,"received, received, folds",,,,,,,-0.25
6,21.5,0,2d 4h,"received, received, folds",,,,,,,0.0
6,42.23,0,Js 3s,"received, received, folds",4c Kd Qh,,3c,,3d,,0.0
5,41.5,2,9c 6c,"received, received, calls",7c 10c 3d,"checks, raises, allin",Jh,,3c,,-41.5
8,43.5,0,Qd 10h,"received, received, folds",Js Qh 2d,,8c,,5c,,0.0
5,41.5,0,9d Ac,"received, received, folds",,,,,,,0.0
6,21.75,1,10d 4c,"received, received, folds",,,,,,,-0.25
6,43.0,2,9h Js,"received, received, checks",Ac Ad 2h,"bets, mucks",,,,,0.9
8,40.0,0,10c Ks,"received, received, folds",4h 9c 2h,,2d,,,,0.0
6,41.5,0,Qh Jh,"received, received, raises, mucks",,,,,,,1.5
6,80.0,0,3s 4s,"received, received, folds",4h Kd 5s,,6s,,Qc,,0.0
5,41.5,0,3c Jh,"received, received, folds",,,,,,,0.0
3,20.15,2,Js Ks,"received, received, calls",Qd 6h Qs,"checks, raises, mucks",,,,,2.42
6,41.5,0,7c Jd,"received, received, folds",,,,,,,0.0
4,20.15,0,3h 6h,"received, received, folds",,,,,,,0.0
8,43.5,0,7c 9s,"received, received, folds",,,,,,,0.0
6,40.0,0,As Jh,"received, received, raises, mucks",,,,,,,1.5
6,22.25,2,7c 10h,"received, received, folds",5c Ks 4d,,5d,,8d,,-0.5
6,80.0,0,7d Qc,"received, received, folds",,,,,,,0.0
6,42.23,0,5h 4d,"received, received, folds",Qd 3d 2s,,As,,6h,,0.0
8,43.5,0,Kh 6c,"received, received, folds",,,,,,,0.0
9,40.0,0,Ac 2h,"received, received, folds",4s 3d 4d,,,,,,0.0
4,20.15,0,2d 9h,"received, received, folds",,,,,,,0.0
6,41.5,0,Kc 7s,"received, received, folds",2d 8h 10c,,8d,,6c,,0.0
8,43.5,0,3h 10h,"received, received, folds",,,,,,,0.0
4,20.4,1,8h 3c,"received, received, folds",,,,,,,-0.25
6,42.23,0,7h Qd,"received, received, folds",,,,,,,0.0
6,26.73,0,8h 2h,"received, received, folds",Qc 4c 10d,,7s,,8c,,0.0
6,22.25,0,4c 7d,"received, received, folds",6d 3d 8c,,,,,,0.0
6,40.0,1,Jh Kh,"received, received, raises",3d 3c 8h,bets,,checks,4d,"checks, mucks",-8.74
6,40.0,0,10c Qc,"received, received, raises, mucks",,,,,,,1.5
4,20.9,2,Jh Qs,"received, received, folds",,,,,,,-0.5
6,81.55,0,9h Qs,"received, received, raises",Jh 5s 2h,"bets, folds",,,,,-12.42
5,40.0,2,10s 4c,"received, received, folds",,,,,,,-1.0
8,43.5,0,3d 4h,"received, received, folds",,,,,,,0.0
6,42.73,1,4d Kh,"received, received, folds",,,,,,,-0.5
4,20.9,0,5d Js,"received, received, folds",,,,,,,0.0
6,82.55,1,3h 9d,"received, received, folds",,,,,,,-1.0
5,40.0,0,Qs 8s,"received, received, folds",,,,,,,0.0
6,40.0,1,9c 8s,"received, received, folds",,,,,,,-0.5
9,40.0,0,10h Kc,"received, received, folds",4c 10s 9s,,8c,,4s,,0.0
6,22.52,0,Qc Ah,"received, received, calls",Kc Jc Ac,calls,8h,"bets, mucks",,,4.21
6,22.25,0,3h 5d,"received, received, folds",9c As Kh,,8c,,,,0.0
8,43.5,0,4h 6c,"received, received, folds",,,,,,,0.0
4,20.9,0,8s 3c,"received, received, folds",,,,,,,0.0
6,22.25,0,2c 6h,"received, received, folds",,,,,,,0.0
5,40.0,0,4d 6c,"received, received, folds",,,,,,,0.0
6,40.0,2,8c Ad,"received, received, calls",8h 6s Jd,checks,5c,"bets, mucks",,,2.73
6,40.0,2,Qd 10c,"received, received, folds",,,,,,,-1.0
8,44.0,1,2c 9s,"received, received, folds",,,,,,,-0.5
5,40.0,0,4s 9c,"received, received, folds",,,,,,,0.0
3,20.9,0,6c 9h,"received, received, folds",,,,,,,0.0
6,40.0,0,8s Jc,"received, received, folds",,,,,,,0.0
9,40.0,0,Qc 5s,"received, received, folds",Kh Jc 4s,,7h,,,,0.0
6,20.0,0,Qh Qd,"received, received, raises, mucks",,,,,,,2.25
6,40.0,0,9h Jd,"received, received, folds",6d 2h 2c,,,,,,0.0
8,41.5,2,Jc Js,"received, received, raises, mucks",,,,,,,2.5
6,84.55,2,3h 8c,"received, received, folds",3c 8d 6s,,9d,,Jc,,-2.0
8,41.5,0,9c 6s,"received, received, folds",,,,,,,0.0
6,20.0,0,10s Qs,"received, received, raises",2s 2h 3d,bets,7c,checks,Jc,checks,2.52
6,20.25,1,4c 9d,"received, received, folds",,,,,,,-0.25
6,84.55,0,Qh 6s,"received, received, folds",,,,,,,0.0
3,20.0,1,6c 9c,"received, received, calls",Qc 10d Ad,bets,8d,checks,7s,"bets, mucks",0.9
9,40.0,0,Kd 3c,"received, received, folds",,,,,,,0.0
6,40.0,0,10s 2h,"received, received, folds",Qs 4s 7s,,Ks,,,,0.0
6,40.0,0,4d Js,"received, received, folds",9d 7h 4c,,Kh,,,,0.0
6,20.75,2,9d 8c,"received, received, folds",,,,,,,-0.5
8,41.5,0,3d 3c,"received, received, folds",,,,,,,0.0
5,40.0,1,10h 7s,"received, received, folds",Qh 8s 2h,,5h,,Ac,,-0.5
6,20.0,1,Qs 10d,"received, received, folds",3s 5d 2h,,,,,,-0.25
6,40.0,0,10d 8h,"received, received, folds",,,,,,,0.0
5,40.0,2,3c 5s,"received, received, folds",,,,,,,-1.0
6,84.55,0,2h 3d,"received, received, folds",,,,,,,0.0
6,40.0,0,10c 9h,"received, received, folds",,,,,,,0.0
6,40.0,0,9s 4s,"received, received, folds",,,,,,,0.0
6,40.0,0,7s 10h,"received, received, folds",,,,,,,0.0
5,84.55,0,5d Kc,"received, received, folds",,,,,,,0.0
8,41.5,0,3c Jh,"received, received, folds",8s 6h Jd,,9c,,,,0.0
5,40.0,0,2c 7h,"received, received, folds",,,,,,,0.0
6,20.0,2,Ks 3h,"received, received, folds",8s 2s 3s,,,,,,-0.5
5,84.55,0,9s Qc,"received, received, folds",,,,,,,0.0
5,40.0,0,8s Jc,"received, received, folds",,,,,,,0.0
6,20.75,0,9d 7h,"received, received, folds",2s 3c Qd,,Ah,,6h,,0.0
8,40.0,0,Jh Kd,"received, received, raises, mucks",,,,,,,1.5
5,85.55,1,Jc 4c,"received, received, folds",,,,,,,-1.0
6,40.5,1,10d Ac,"received, received, folds",,,,,,,-0.5
5,84.55,2,9c 3h,"received, received, mucks",,,,,,,1.0
5,40.0,1,Ks 3s,"received, received, calls",10c 8h 9d,"checks, folds",,,,,-1.0
5,40.0,0,10h 7d,"received, received, folds",,,,,,,0.0
3,20.0,2,10s Js,"received, received, calls",5h 7h Jd,raises,As,checks,6d,"calls, mucks",-14.32
9,40.0,1,8c Ks,"received, received, folds",2s 6c 4d,,4s,,,,-1.0
5,40.0,2,5c 6h,"received, received, mucks",,,,,,,0.5
6,20.75,0,4c 2c,"received, received, folds",,,,,,,0.0
5,40.0,1,8h 10s,"received, received, folds",,,,,,,-0.5
5,40.0,2,10s 4c,"received, received, folds",,,,,,,-1.0
6,20.0,0,Ks Jh,"received, received, raises, mucks",,,,,,,0.75
8,40.0,0,2d 7d,"received, received, folds",Qd 8d 9s,,5h,,2s,,0.0
8,46.0,2,As Ac,"received, received, allin",7d 7c Jc,,8s,,6d,,-6.9
5,84.55,0,9c 5s,"received, received, folds",3d Kh Jc,,Qd,,9s,,0.0
6,20.0,0,6c 7d,"received, received, folds",,,,,,,0.0
5,40.64,2,10c Qd,"received, received, folds",8s 2d 6d,,6c,,,,-1.0
8,46.0,0,3s 2h,"received, received, folds",,,,,,,0.0
5,84.55,0,Jh Ks,"received, received, folds",,,,,,,0.0
6,20.25,1,Kd 3h,"received, received, folds",,,,,,,-0.25
2,40.0,1,2d Jd,"received, received, calls",3h 5s Qs,bets,,checks,2c,"checks, mucks",-2.0
6,40.64,0,3s 6s,"received, received, folds",,,,,,,0.0
5,80.0,0,4h Ac,"received, received, raises",7c 7h 4d,"bets, mucks",,,,,4.55
2,40.0,2,2c 8d,"received, received, folds",,,,,,,-1.0
8,46.0,0,10c 7c,"received, received, folds",,,,,,,0.0
6,20.0,2,4c Kd,"received, received, mucks",,,,,,,0.25
8,40.0,0,9c 7d,"received, received, folds",3d 10c Jh,,6h,,4h,,0.0
6,20.0,0,Jh 7d,"received, received, folds",,,,,,,0.0
8,46.0,0,As 4d,"received, received, folds",10s 10h Kc,,Kh,,,,0.0
8,40.0,1,9c Qc,"received, received, folds",,,,,,,-0.5
6,80.0,1,8d 9s,"received, received, calls",7d 5c Js,bets,4h,"checks, folds",,,-4.0
8,43.0,0,Kc Kd,"received, received, raises, mucks",,,,,,,3.0
6,20.0,0,9d Jh,"received, received, folds",Qh Kc 3s,,,,,,0.0
6,42.64,0,7c Ac,"received, received, raises",5s 2d Js,checks,9h,checks,,folds,-2.0
8,40.0,0,Ah Qh,"received, received, raises, mucks",,,,,,,3.0
6,80.0,2,10s Qs,"received, received, folds",,,,,,,-2.0
6,20.0,0,6h 4s,"received, received, folds",,,,,,,0.0
9,40.0,0,8d Js,"received, received, folds",6d 5h 9s,,Ah,,4s,,0.0
8,40.0,0,10s 3c,"received, received, folds",2d 2s 7d,,,,,,0.0
6,40.0,0,7h Ah,"received, received, raises",9s 6c 9d,"bets, mucks",,,,,2.64
6,20.0,0,5h 2d,"received, received, folds",,,,,,,0.0
6,40.0,0,9d 3d,"received, received, folds",,,,,,,0.0
6,20.0,1,Qs 5c,"received, received, folds",,,,,,,-0.25
8,40.0,2,10c Jd,"received, received, calls",Qs 2c Ac,"checks, folds",,,,,-6.0
8,40.0,0,9h 8c,"received, received, folds",4s 7c 5d,,6h,,Kc,,0.0
6,20.0,2,2c 6s,"received, received, folds",,,,,,,-0.5
7,40.0,0,8d Jc,"received, received, folds",,,,,,,0.0
6,40.0,1,10h Qc,"received, received, raises",9c 2c 5h,bets,3s,bets,4c,"checks, folds",-7.66
6,40.04,0,2h Ah,"received, received, raises, folds",5c Qd 10d,,Ac,,4d,,-2.0
6,40.0,2,Qd 2c,"received, received, folds",,,,,,,-1.0
6,40.04,0,4d 6c,"received, received, folds",,,,,,,0.0
6,40.04,0,7h 9h,"received, received, folds",7d 8d Jc,,8s,,5c,,0.0
5,42.04,0,5c Ah,"received, received, raises, folds",,,,,,,-2.0
4,40.0,1,8d 7s,"received, received, calls",10s 10c 2c,bets,9s,"bets, mucks",,,2.04
4,40.0,2,2h 9h,"received, received, folds",,,,,,,-1.0
5,40.0,0,8h 3h,"received, received, folds",,,,,,,0.0
5,40.0,0,7d 4s,"received, received, folds",,,,,,,0.0
8,40.0,0,7d 3d,"received, received, folds",,,,,,,0.0
8,40.0,0,Jh 6c,"received, received, folds",,,,,,,0.0
6,40.0,1,10h As,"received, received, raises",10c 7h Kh,"checks, calls",2s,"checks, calls",7d,"checks, allin",-40.0
4,10.0,0,8d Kc,"received, received, folds",Ks 5s 7h,,8c,,5d,,0.0
6,40.0,2,Qd 2d,"received, received, folds",,,,,,,-1.0
6,25.17,0,6d 8h,"received, received, folds",,,,,,,0.0
4,10.0,0,7d 4c,"received, received, folds",,,,,,,0.0
6,25.17,0,Qd 3h,"received, received, folds",5d Kd 2h,,,,,,0.0
6,20.0,0,6s 7h,"received, received, folds",3h 7c Ks,,2c,,,,0.0
6,40.0,0,Kc 2h,"received, received, folds",9d 8s 2s,,9s,,Qc,,0.0
8,40.0,0,9h 10d,"received, received, folds",5h 4c 2d,,,,,,0.0
6,40.0,0,9d 8s,"received, received, folds",,,,,,,0.0
4,10.0,0,5c Kc,"received, received, folds",As Qd 2d,,Qh,,,,0.0
6,20.0,0,Kc 10h,"received, received, folds",,,,,,,0.0
6,20.0,0,4s 9h,"received, received, folds",,,,,,,0.0
6,40.0,0,Kd 4c,"received, received, folds",,,,,,,0.0
6,25.17,0,5h 7c,"received, received, folds",8h 8s Ks,,Jd,,4s,,0.0
6,20.0,1,Kh Ad,"received, received, raises, allin",9h Qs 4s,,As,,4c,,-0.76
4,10.0,1,10h 5c,"received, received, folds",Ah Qc 10c,,4c,,6d,,-0.25
6,40.0,1,9c 3s,"received, received, folds",,,,,,,-0.5
8,40.0,0,3s 4h,"received, received, folds",4d Kh 5d,,,,Kd,,0.0
6,20.45,2,2s 5s,"received, received, calls",Jd Kd Qh,folds,,,,,-1.5
7,40.0,1,8c 5h,"received, received, folds",,,,,,,-0.5
6,20.45,0,4d 9s,"received, received, folds",,,,,,,0.0
4,10.0,2,10c 5s,"received, received, folds",2c 7d 10h,,9c,,7h,,-0.5
6,23.34,1,8h 8c,"received, received, calls",8d Kh 2h,checks,5d,"bets, mucks",,,1.83
6,20.5,0,4s 3d,"received, received, folds",,,,,,,0.0
6,40.0,2,5s 9s,"received, received, folds",7d 9c Qd,,,,,,-1.0
7,40.0,2,Jd 3d,"received, received, folds",,,,,,,-1.0
5,20.75,2,6d Kd,"received, received, calls",8h 10c 5d,"checks, raises, mucks",,,,,2.59
4,10.0,0,8s 2s,"received, received, folds",2h 6s 8d,,6c,,4c,,0.0
3,43.0,2,Ac 3c,"received, received, allin, mucks",,,,,,,6.0
6,61.87,0,7c 5d,"received, received, folds",,,,,,,0.0
6,20.5,0,8d 2c,"received, received, folds",2h 6s 3h,,6d,,6h,,0.0
6,20.45,0,2h 6d,"received, received, folds",Kc 2d 7c,,3h,,3s,,0.0
3,10.0,0,9d 6d,"received, received, folds",,,,,,,0.0
6,20.75,0,8s Qs,"received, received, folds",,,,,,,0.0
3,44.0,1,Jd 8d,"received, received, folds",,,,,,,-1.0
5,20.5,0,Ks 6h,"received, received, folds",,,,,,,0.0
6,40.0,0,7h 4c,"received, received, folds",Qc 8h 2c,,Kd,,,,0.0
3,43.0,2,6c 2c,"received, received, mucks",,,,,,,1.0
6,20.45,0,8c 10d,"received, received, folds",,,,,,,0.0
5,20.0,1,Qd Kc,"received, received, raises, mucks",,,,,,,0.5
6,40.0,0,7h 9h,"received, received, folds",,,,,,,0.0
3,40.0,0,8d 8c,"received, received, raises, mucks",,,,,,,3.0
3,40.0,1,8h 5s,"received, received, folds",,,,,,,-1.0
3,10.0,0,9d 5c,"received, received, folds",Js 4c 2h,,,,,,0.0
5,20.0,2,6d 2s,"received, received, folds",,,,,,,-0.5
6,40.0,0,10d 6c,"received, received, folds",,,,,,,0.0
3,40.0,2,8h 3d,"received, received, folds",,,,,,,-2.0
6,20.45,0,9c Qh,"received, received, folds",3s Jd Ah,,Ac,,Ks,,0.0
5,20.75,0,5h Qd,"received, received, folds",3h Qs 2d,,4c,,3c,,0.0
6,40.0,0,7h 5d,"received, received, folds",,,,,,,0.0
6,49.5,0,Qs 10s,"received, received, raises, calls",Ks 5d 2c,"checks, calls",5s,"checks, allin, mucks",,,12.37
3,10.0,0,4h 3c,"received, received, folds",Qh 8d 7c,,Ks,,,,0.0
6,40.0,1,3c Kc,"received, received, folds",,,,,,,-0.5
6,20.0,1,10s Kd,"received, received, calls",8h 7h 8c,"bets, mucks",,,,,0.45
6,49.5,0,9s 6s,"received, received, folds",,,,,,,0.0
5,20.0,0,Jc Jh,"received, received, raises, mucks",,,,,,,0.75
6,20.0,2,Qh 2s,"received, received, folds",,,,,,,-0.5
5,20.0,0,6d 8c,"received, received, folds",Jd Kd 9d,,4d,,,,0.0
3,10.0,1,Qc 7h,"received, received, folds",,,,,,,-0.25
6,50.0,1,3d Ah,"received, received, folds",,,,,,,-0.5
5,20.0,0,Jc Kd,"received, received, folds",,,,,,,0.0
4,40.0,0,7s 10s,"received, received, folds",7c 9d 10c,,3s,,8h,,0.0
3,10.0,2,Jd 6s,"received, received, folds",,,,,,,-0.5
6,20.0,1,7c Qd,"received, received, is, folds",,,,,,,-0.25
5,40.0,1,Jh 7s,"received, received, folds",,,,,,,-1.0
6,40.0,2,As Kh,"received, received, allin, mucks",,,,,,,10.0
5,40.0,2,7c 2d,"received, received, folds",,,,,,,-2.0
5,20.0,0,10h 8s,"received, received, folds",,,,,,,0.0
5,41.5,2,Ac 10c,"received, received, raises",3h 4h 5c,bets,4c,checks,2c,allin,-41.5
5,40.0,0,9c Qc,"received, received, raises, mucks",,,,,,,1.5
3,10.0,0,Ks 9d,"received, received, folds",Qs 10c 4d,,4h,,,,0.0
3,10.0,0,8c 7h,"received, received, folds",,,,,,,0.0
5,40.0,0,6d Jh,"received, received, folds",,,,,,,0.0
5,20.0,1,10d 2d,"received, received, folds",3s 5h 2s,,,,,,-0.25
6,20.0,2,Qc 7d,"received, received, folds",9c Qs 5s,,8c,,6s,,-0.5
5,20.0,2,5d 8h,"received, received, folds",,,,,,,-0.5
3,10.0,0,Qd Qc,"received, received, raises",5h Kc 10s,checks,8s,calls,9s,folds,-2.92
3,10.0,1,8h 6s,"received, received, folds",Qs As 7s,,,,,,-0.25
6,40.0,0,Qd Qh,"received, received, raises",8h 3d 6d,bets,Ac,checks,9s,"calls, mucks",-10.03
2,10.0,2,Qh 7s,"received, received, folds",,,,,,,-0.5
2,10.0,0,10s Jd,"received, received, folds",,,,,,,0.0
6,40.0,0,7s 4d,"received, received, folds",,,,,,,0.0
2,10.0,0,10s Ad,"received, received, folds",,,,,,,0.0
2,10.25,1,Kc 5h,"received, received, folds",,,,,,,-0.25
6,40.0,1,3c Kh,"received, received, folds",,,,,,,-0.5
6,40.0,2,5h 10c,"received, received, folds",,,,,,,-1.0
8,40.0,0,Jc Ah,"received, received, raises",6s Qh Qs,"bets, mucks",,,,,4.55
8,40.0,0,Qh 4h,"received, received, folds",,,,,,,0.0
8,40.0,0,6h 10h,"received, received, folds",,,,,,,0.0
6,80.0,0,9d 6s,"received, received, folds",,,,,,,0.0
7,40.0,0,5c 2h,"received, received, folds",,,,,,,0.0
5,22.0,0,2d 4c,"received, received, folds",,,,,,,0.0
5,22.0,0,Ad As,"received, received, raises",10h 9d 2s,bets,7s,"bets, allin",2d,,21.18
7,40.0,0,6d 2s,"received, received, folds",,,,,,,0.0
6,80.0,0,10s Kc,"received, received, raises",Jh 7d 7h,folds,,,,,-4.8
5,22.0,0,7c 6s,"received, received, folds",,,,,,,0.0
5,20.0,0,10c Kc,"received, received, raises, mucks",,,,,,,2.0
5,41.38,0,Qs 6c,"received, received, folds",4d 10d 3d,,4s,,Ks,,0.0
4,41.38,0,2c 8h,"received, received, folds",,,,,,,0.0
7,40.0,0,Kd 3s,"received, received, folds",4c 9d 10c,,2d,,6s,,0.0
5,22.0,0,5h 9c,"received, received, folds",,,,,,,0.0
4,20.0,1,Jh 9d,"received, received, folds",,,,,,,-0.25
6,80.0,0,7h Ks,"received, received, folds",9c Qd 6c,,,,,,0.0
7,40.0,1,2c 6d,"received, received, folds",2h 4c 3h,,,,,,-1.0
2,40.5,2,4d 9d,"received, received, calls",5h Qc 4s,checks,Ac,checks,Kd,"checks, mucks",-2.0
6,80.0,1,Jh 7s,"received, received, folds",,,,,,,-1.0
5,24.19,0,Kc 6d,"received, received, folds",4c Jh As,,9h,,8c,,0.0
5,24.19,0,Kh 6d,"received, received, folds",,,,,,,0.0
3,40.0,2,9d Jd,"received, received, mucks",,,,,,,0.5
4,20.0,2,8c 6c,"received, received, calls",3d 8s 10d,calls,9c,checks,Kh,"checks, mucks",-3.98
4,40.0,0,2d 3d,"received, received, calls",Js 5c 9c,"bets, mucks",,,,,1.38
5,22.25,1,3d Ah,"received, received, folds",Ac 8d 7c,,6h,,Kd,,-0.25
5,60.13,0,5d 3h,"received, received, folds",6d 5h Qs,,9c,,3c,,0.0
4,20.0,0,2d Ah,"received, received, folds",,,,,,,0.0
5,22.0,2,Qd 3s,"received, received, mucks",,,,,,,0.25
6,80.0,2,Js Kh,"received, received, calls",4s 2s 2h,"checks, folds",,,,,-8.0
4,24.19,0,8c Qs,"received, received, folds",7d 7s 7h,,6s,,,,0.0
5,21.25,0,Ad Ks,"received, received, raises, mucks",,,,,,,0.75
8,40.0,2,9s 5s,"received, received, folds",6h 4s Ks,,,,,,-2.0
5,60.13,0,8h 5h,"received, received, folds",,,,,,,0.0
5,40.0,1,Qc Ks,"received, received, raises",Ah Qh 5s,"checks, calls",Jc,"checks, folds",,,-12.18
4,20.5,0,5s 5d,"received, received, raises, mucks",,,,,,,0.75
4,24.19,0,7h Jh,"received, received, folds",7c 4c 9c,,Kh,,Js,,0.0
5,40.0,2,Kc 8h,"received, received, folds",,,,,,,-1.0
5,40.0,0,3d Js,"received, received, folds",,,,,,,0.0
4,24.44,1,Qh 5h,"received, received, folds",,,,,,,-0.25
5,49.28,0,Jh As,"received, received, raises, calls",Js 7d Kc,checks,7h,checks,8d,"bets, mucks",10.85
4,20.0,0,5c 7c,"received, received, calls, calls",5s Ks 8d,checks,8h,checks,Ad,"checks, mucks",-1.75
5,40.0,0,6s 2h,"received, received, folds",,,,,,,0.0
4,20.5,0,9h 6s,"received, received, folds",8h 5c 6h,,7h,,,,0.0
5,40.0,0,Jc 2d,"received, received, folds",,,,,,,0.0
5,47.03,1,10d Kd,"received, received, raises",6s Qd 6h,"bets, mucks",,,,,2.25
6,38.48,0,7h 6s,"received, received, folds",,,,,,,0.0
4,20.0,1,9h 8h,"received, received, folds",,,,,,,-0.25
5,40.0,1,3d 9s,"received, received, folds",,,,,,,-0.5
4,20.0,1,Ah Qh,"received, received, raises, mucks",,,,,,,0.5
4,20.0,2,8d 5d,"received, received, calls",8c Kd 9h,checks,8h,bets,4d,"bets, mucks",4.44
6,38.48,0,4s 3c,"received, received, folds",Js 6h 9s,,3s,,Ah,,0.0
4,20.0,2,10h 6d,"received, received, folds",,,,,,,-0.5
4,20.0,2,4c 9s,"received, received, folds",,,,,,,-0.5
4,20.0,0,4d As,"received, received, folds",8c 2c 4c,,,,,,0.0
5,48.03,2,Ac 8d,"received, received, folds",Jd Kc 4c,,5s,,Kd,,-1.0
4,20.0,0,7c 2s,"received, received, folds",,,,,,,0.0
4,20.0,0,2c 5s,"received, received, folds",,,,,,,0.0
6,20.0,1,Ks Kc,"received, received, raises, allin",2h 10s Kd,,As,,7c,,18.48
4,20.0,0,8c 4d,"received, received, folds",,,,,,,0.0
3,42.16,0,10d 6s,"received, received, folds",,,,,,,0.0
4,20.25,1,Kh 7d,"received, received, folds",,,,,,,-0.25
5,20.0,2,Qh Kc,"received, received, mucks",,,,,,,0.25
4,20.0,0,7d 7s,"received, received, raises",Ad Ah 3s,"is, checks",5c,folds,,,-1.2
5,20.0,2,Qs 4s,"received, received, calls",8c 9s 9c,raises,Jc,checks,Jh,folds,-4.67
5,40.0,2,Jd 10d,"received, received, calls",4s Jc 4d,"checks, calls",6d,"checks, calls",7s,"checks, folds",-16.0
2,44.16,2,7d 2d,"received, received, calls",10c Kd 4s,"checks, folds",,,,,-2.0
5,80.0,0,Kc 9c,"received, received, raises",Kd 8c 6d,calls,7s,"bets, calls",3c,calls,51.65
4,20.0,0,7h 6h,"received, received, calls, folds",,,,,,,-0.5
4,20.65,0,Jd Kc,"received, received, raises, calls",8h 4d 3s,folds,,,,,-5.0
4,20.0,0,8h 3d,"received, received, folds",,,,,,,0.0
5,20.0,0,3h Kc,"received, received, folds",,,,,,,0.0
5,20.0,0,Jd Qc,"received, received, folds",,,,,,,0.0
4,20.9,1,5c 8h,"received, received, folds",,,,,,,-0.25
5,48.03,0,7s Kd,"received, received, folds",Qc 8c 4h,,7h,,9h,,0.0
5,40.0,0,8s Ac,"received, received, folds",3d 3s 4s,,,,,,0.0
6,80.0,0,4d 9d,"received, received, folds",10d 10s 9c,,Qd,,2c,,0.0
4,20.0,1,5s 7c,"received, received, folds",,,,,,,-0.25
2,40.0,1,5d 8d,"received, received, calls",3d Kd Kh,bets,3h,bets,9d,checks,4.16
5,48.03,0,4s Ah,"received, received, folds",,,,,,,0.0
6,80.0,1,8h 6d,"received, received, folds",,,,,,,-1.0
6,40.0,0,2h 4s,"received, received, folds",,,,,,,0.0
6,20.0,2,Kd 4c,"received, received, checks",Ad 4h 7d,calls,2d,checks,3d,"bets, mucks",0.9
3,40.0,1,3c 4c,"received, received, calls, folds",,,,,,,-1.0
5,20.0,1,10d Ac,"received, received, raises",3h 7d Ah,"checks, calls",5h,"checks, folds",,,-5.87
5,20.0,0,9s Qd,"received, received, folds",Kh 4h 7d,,4c,,2c,,0.0
6,80.0,2,2h 10s,"received, received, folds",,,,,,,-2.0
5,48.03,0,4h Ad,"received, received, folds",,,,,,,0.0
5,20.0,0,5s 3d,"received, received, folds",,,,,,,0.0
3,40.0,2,2d 8s,"received, received, folds",,,,,,,-1.0
6,80.0,0,7h 4c,"received, received, folds",,,,,,,0.0
4,48.03,0,7s 2s,"received, received, folds",,,,,,,0.0
6,40.0,0,Jc 5s,"received, received, folds",,,,,,,0.0
4,40.0,0,Qd 6s,"received, received, folds",,,,,,,0.0
6,20.0,2,Jc 3d,"received, received, folds",,,,,,,-0.5
3,20.0,1,3d As,"received, received, folds",7s 8c Qd,,,,,,-0.25
4,48.53,1,7c 3s,"received, received, folds",,,,,,,-0.5
6,80.0,0,5c Ac,"received, received, folds",,,,,,,0.0
5,20.0,0,10d 2c,"received, received, folds",Qc Ad 5d,,3c,,9c,,0.0
6,40.0,1,Qc 7h,"received, received, folds",,,,,,,-0.5
4,40.0,1,Ks 8c,"received, received, folds",,,,,,,-0.5
6,80.0,0,Kh 7c,"received, received, folds",,,,,,,0.0
3,20.0,2,3h 6h,"received, received, folds",6c 5d 5h,,,,,,-0.5
5,20.0,0,Kc 2h,"received, received, folds",,,,,,,0.0
5,20.0,0,Qd 7s,"received, received, folds",,,,,,,0.0
6,40.0,2,2d 10h,"received, received, folds",,,,,,,-1.0
4,20.0,0,Jh 7d,"received, received, is, folds",,,,,,,0.0
5,40.0,2,10h 5s,"received, received, folds",,,,,,,-1.0
