num_players,player_stack,blind,player_cards,pre_flop,flop,decision_flop,turn,decision_turn,river,decision_river,net_result
5,20.0,0,10s 7d,"received, received, folds",Jh Qs 8d,,,,,,0.0
4,20.0,0,4s 8s,"received, received, folds",,,,,,,0.0
5,20.0,0,3c Kc,"received, received, folds",As 8d Jc,,,,,,0.0
6,40.0,0,Ah 9h,"received, received, raises, folds",6h 7s 3h,,Jc,,3s,,-3.5
5,20.0,0,Kc 10d,"received, received, folds",,,,,,,0.0
5,40.0,0,5d Kh,"received, received, folds",,,,,,,0.0
4,49.53,2,5d 4c,"received, received, folds",Qh Ad 7d,,Qs,,,,-1.0
4,20.0,0,10h 6h,"received, received, calls",2h Ac Qs,folds,,,,,-0.5
4,20.0,1,4d 8c,"received, received, folds",,,,,,,-0.25
5,48.03,0,Qd Qs,"received, received, raises, mucks",,,,,,,1.5
6,86.67,0,Kd 6d,"received, received, raises",10d Qc 4d,"bets, calls",6s,folds,,,-26.0
5,20.0,1,4c Qs,"received, received, folds",,,,,,,-0.25
5,40.0,0,2c 6h,"received, received, folds",,,,,,,0.0
5,48.03,0,6h 7h,"received, received, folds",,,,,,,0.0
4,20.0,2,3d 5s,"received, received, folds",Qd 5h Ac,,,,,,-0.5
6,87.67,1,7s Qh,"received, received, folds",,,,,,,-1.0
6,40.0,0,5h 5c,"received, received, raises",4s 10h 6h,checks,Kd,folds,,,-2.0
5,48.53,1,4c Js,"received, received, folds",,,,,,,-0.5
5,40.0,0,Kc 6s,"received, received, folds",,,,,,,0.0
5,20.0,0,Js 6c,"received, received, folds",2d 4s 6d,,8s,,5s,,0.0
4,20.0,0,9h 2c,"received, received, folds",,,,,,,0.0
8,29.27,0,Jc 9c,"received, received, folds",8c Jh Ad,,Qh,,,,0.0
6,89.67,2,6h 10d,"received, received, folds",,,,,,,-2.0
6,20.0,2,8c 8d,"received, received, calls",Qd 5s 3s,calls,9s,folds,,,-3.4
4,20.0,0,2s 2h,"received, received, folds",Ah 10d 4d,,7h,,,,0.0
5,49.53,2,10h Jh,"received, received, folds",,,,,,,-1.0
6,40.0,0,10c 2c,"received, received, folds",As 2d 3c,,,,,,0.0
4,20.0,0,9s 2h,"received, received, folds",Kc As 9d,,5h,,,,0.0
5,48.03,0,Qs Js,"received, received, raises, mucks",,,,,,,1.5
6,40.0,0,3h 5d,"received, received, folds",,,,,,,0.0
3,20.0,1,Qd 7d,"received, received, raises",8c 2s 9h,bets,8s,checks,Kh,"checks, mucks",-2.49
5,20.0,0,9d Jh,"received, received, folds",6c 9c Ac,,3s,,,,0.0
6,89.67,0,8h 9s,"received, received, folds",5s Qh Ad,,6h,,As,,0.0
5,40.0,1,5d 2d,"received, received, folds",6d 3h 2c,,8c,,5h,,-0.5
4,20.0,1,Jc 5c,"received, received, folds",,,,,,,-0.25
5,48.03,0,9h Qd,"received, received, folds",,,,,,,0.0
3,20.0,2,6d 8c,"received, received, folds",,,,,,,-0.5
5,40.5,1,8c 7d,"received, received, folds",,,,,,,-0.5
3,20.0,0,7h 4d,"received, received, folds",,,,,,,0.0
4,20.0,2,3c 2c,"received, received, folds",8c 10s As,,,,,,-0.5
6,89.67,0,8h 10s,"received, received, folds",7c Jc 3s,,5d,,Kd,,0.0
4,48.03,0,Qd 9c,"received, received, folds",,,,,,,0.0
5,40.0,2,Ad 9d,"received, received, mucks",,,,,,,0.5
8,29.27,0,3s 4d,"received, received, folds",7s 3c Qh,,Jc,,5h,,0.0
4,48.53,1,7h 2c,"received, received, folds",,,,,,,-0.5
6,89.67,0,3d Jc,"received, received, folds",,,,,,,0.0
5,48.03,2,6d 10d,"received, received, mucks",,,,,,,0.5
5,20.0,0,Kh 8s,"received, received, folds",6c Ac Qh,,Kc,,9d,,0.0
5,40.0,0,2h 5d,"received, received, folds",,,,,,,0.0
4,25.93,0,6s Jc,"received, received, folds",10s 3c 4h,,2d,,8s,,0.0
6,89.67,0,3d 6h,"received, received, folds",,,,,,,0.0
5,48.03,0,10c 5s,"received, received, folds",,,,,,,0.0
4,20.0,0,7h Qs,"received, received, folds",9s 7s Kc,,,,,,0.0
5,40.0,2,5h 6h,"received, received, calls",Js 9s Qc,checks,Ac,checks,4d,"checks, folds",-2.35
6,20.0,0,10h 4d,"received, received, folds",,,,,,,0.0
7,29.27,0,9s 4s,"received, received, folds",5s 9d 10d,,6c,,Kh,,0.0
5,40.0,0,4h Qc,"received, received, folds",,,,,,,0.0
5,20.0,1,10d As,"received, received, folds",,,,,,,-0.25
4,25.93,0,Qd 8h,"received, received, folds",Ac 9s Jc,,2d,,Jd,,0.0
6,40.0,0,Ks 8c,"received, received, folds",,,,,,,0.0
6,90.67,1,Js 6c,"received, received, folds",2h Kd 7c,,Jh,,9c,,-1.0
6,48.03,0,Qh 8c,"received, received, folds",5s Jd 10h,,,,,,0.0
4,25.93,0,9s Qc,"received, received, folds",,,,,,,0.0
4,20.25,1,6s 2c,"received, received, folds",2d Ad Kh,,Jc,,7s,,-0.25
6,89.67,2,Ac 5c,"received, received, mucks",,,,,,,1.0
6,40.0,1,Qs Jd,"received, received, folds",,,,,,,-0.5
7,20.0,0,10c Ac,"received, received, calls",7c 4c Jd,calls,Qc,calls,4d,"allin, mucks",9.27
5,40.0,0,3h 4d,"received, received, folds",3d 3s Qh,,3c,,,,0.0
4,20.0,2,5h 2d,"received, received, mucks",,,,,,,0.25
6,89.67,0,Ks 2h,"received, received, folds",4c As 7d,,3c,,,,0.0
4,25.48,1,9c 6c,"received, received, calls",8h 4h Qs,"bets, mucks",,,,,0.45
6,48.53,1,10c 9d,"received, received, folds",3h 8s 6d,,Qs,,7s,,-0.5
6,89.67,0,4d Qc,"received, received, folds",,,,,,,0.0
6,89.67,0,6s Ks,"received, received, folds",,,,,,,0.0
5,40.0,0,Qs 8c,"received, received, folds",5s 3h Jd,,,,,,0.0
6,62.23,0,6h 2d,"received, received, folds",,,,,,,0.0
7,25.02,0,8s 8d,"received, received, calls",Js Jd 3c,bets,Qc,checks,6h,"calls, mucks",-6.0
5,40.0,2,6h 6c,"received, received, raises",3c 9c 3s,checks,,checks,Qs,"checks, folds",-5.16
6,43.18,2,Qc 10d,"received, received, calls",10c 2c 2s,checks,4h,bets,Kh,checks,5.35
6,89.67,0,2h 6c,"received, received, folds",,,,,,,0.0
6,25.02,0,5c 7h,"received, received, folds",,,,,,,0.0
4,25.98,2,9h Js,"received, received, folds",7d 3s Ks,,7h,,Qd,,-0.5
6,43.18,0,Jh Qc,"received, received, folds",,,,,,,0.0
6,90.67,1,7c 10s,"received, received, folds",,,,,,,-1.0
5,40.0,0,Jh 8d,"received, received, folds",,,,,,,0.0
6,43.18,0,Ks 10h,"received, received, folds",,,,,,,0.0
6,85.27,2,10c 10s,"received, received, raises, mucks",,,,,,,5.4
4,25.98,0,9h 3s,"received, received, folds",5h Js 2s,,,,,,0.0
5,40.5,0,Jc 8c,"received, received, raises, calls",8s 2c 5h,checks,Qh,checks,Ah,"checks, mucks",-5.0
6,43.18,0,4s 7h,"received, received, folds",7d 7c Qc,,,,,,0.0
6,62.23,0,8h 5c,"received, received, folds",Qs 8s 6d,,9c,,,,0.0
7,25.27,1,Jh 5h,"received, received, folds",6c 9c 2h,,5s,,,,-0.25
6,85.27,0,2d Ac,"received, received, folds",3d Kh 7s,,7d,,Jd,,0.0
4,26.98,0,9c Jc,"received, received, raises, folds",6c 7s 7h,,7d,,Qh,,-1.0
4,40.0,0,Js 3d,"received, received, folds",7d Qs 7s,,Jc,,Qc,,0.0
7,25.77,2,Jh As,"received, received, folds",4c 2d 3h,,,,,,-0.5
6,40.0,0,10d 10c,"received, received, raises",Kd Kc 5c,"bets, mucks",,,,,3.18
4,26.23,0,3s As,"received, received, raises, mucks",,,,,,,0.75
5,40.5,0,Qc 2c,"received, received, folds",2h Kd 5h,,,,7c,,0.0
4,40.0,0,6s 8d,"received, received, folds",,,,,,,0.0
6,56.68,1,7d 7s,"received, received, calls",Ac Ah 6c,bets,4h,checks,Kd,checks,5.55
5,41.0,1,6s 8c,"received, received, folds",,,,,,,-0.5
6,85.27,0,7h 8s,"received, received, folds",Jd 8c 8h,,Ac,,3d,,0.0
4,26.23,0,6s 7s,"received, received, folds",,,,,,,0.0
5,40.5,2,Ad 6d,"received, received, mucks",,,,,,,0.5
7,25.77,0,10c 9d,"received, received, folds",8d 2c Qc,,Jh,,Kh,,0.0
6,40.0,1,4c 10h,"received, received, folds",Kd Jd 2d,,9h,,4h,,-0.5
6,40.0,2,Ks 2h,"received, received, folds",6d 10d 3h,,Jh,,8c,,-1.0
6,85.27,0,As 8c,"received, received, folds",Jh Qd Qh,,8h,,Qc,,0.0
5,40.5,0,8h 4s,"received, received, folds",,,,,,,0.0
6,82.27,0,10h 10c,"received, received, raises, mucks",,,,,,,3.0
6,40.0,2,10s Ad,"received, received, calls",Ac Kd 8s,"checks, calls",4s,"checks, calls",9d,checks,16.68
6,40.0,2,Jd 6d,"received, received, checks",Qd 2h 9h,checks,6h,"checks, folds",,,-1.0
4,26.48,1,Jc 2s,"received, received, folds",9s 6h 10d,,8h,,,,-0.25
6,83.27,1,7h 9s,"received, received, folds",,,,,,,-1.0
8,25.77,0,10h 4d,"received, received, folds",3c 8c Ks,,8s,,9d,,0.0
5,40.5,0,8h Js,"received, received, folds",5c 9s 6d,,Qc,,,,0.0
6,85.27,2,6s 10c,"received, received, folds",,,,,,,-2.0
6,85.27,0,4c 6d,"received, received, folds",,,,,,,0.0
4,20.0,2,Qd Jd,"received, received, raises",9c 5d 10c,"bets, mucks",,,,,6.48
5,40.5,0,7d 8s,"received, received, folds",,,,,,,0.0
6,40.0,0,5h 10d,"received, received, folds",Qh 8d 2c,,6c,,8h,,0.0
6,41.0,1,2h 10c,"received, received, folds",,,,,,,-0.5
8,25.77,0,3h 4d,"received, received, folds",5h 2s Jc,,6s,,,,0.0
6,85.27,0,5s 7d,"received, received, folds",7s 8d 2s,,2c,,,,0.0
6,40.0,0,7d Qc,"received, received, folds",,,,,,,0.0
4,20.0,0,3h 3d,"received, received, folds",Ad Ks 8h,,2c,,5h,,0.0
6,80.0,0,Qc 10c,"received, received, raises",9s 3h As,"bets, mucks",,,,,5.27
6,42.0,2,10h Kc,"received, received, folds",,,,,,,-1.0
5,40.0,0,9h Qs,"received, received, folds",,,,,,,0.0
4,20.0,0,7s 9c,"received, received, folds",,,,,,,0.0
6,42.0,0,5d 9d,"received, received, folds",,,,,,,0.0
8,25.77,0,3h 9h,"received, received, folds",4c 2s Qc,,,,,,0.0
5,40.0,0,7s 2s,"received, received, folds",,,,,,,0.0
5,42.0,0,7d 10h,"received, received, folds",,,,,,,0.0
6,80.0,0,6h 8d,"received, received, folds",Qd 8h Qc,,3c,,3h,,0.0
5,40.0,1,5d 10c,"received, received, folds",,,,,,,-0.5
4,20.0,0,10c 7d,"received, received, folds",4h 5c 5s,,8s,,,,0.0
6,80.0,1,7c 6d,"received, received, folds",,,,,,,-1.0
5,42.0,0,3c Jh,"received, received, folds",,,,,,,0.0
7,21.66,0,Jh As,"received, received, raises",5s Ks 3d,"checks, raises, mucks",,,,,4.11
5,40.0,2,4d 6s,"received, received, folds",,,,,,,-1.0
2,40.0,1,Ad Ac,"received, received, calls",5h Kh 9d,"bets, mucks",,,,,0.9
5,42.0,0,7d 3c,"received, received, folds",,,,,,,0.0
6,59.17,0,4c 2d,"received, received, folds",2c 7h 9c,,6s,,,,0.0
4,20.0,0,5d Ks,"received, received, folds",6c Qc 8s,,Qh,,,,0.0
6,21.66,0,6h 2s,"received, received, folds",4d Js 8d,,Qd,,Ad,,0.0
5,42.5,1,Kd Qh,"received, received, folds",,,,,,,-0.5
5,42.0,0,Ad As,"received, received, raises, calls",4s 8c Jc,calls,7c,"allin, mucks",,,17.17
4,20.0,1,8s 4c,"received, received, folds",5s Jd Ad,,,,,,-0.25
5,40.0,2,Qd Ad,"received, received, raises, mucks",,,,,,,2.5
5,42.0,0,Kd 3s,"received, received, folds",,,,,,,0.0
6,80.0,2,Qd 10s,"received, received, folds",9d 5c 9h,,5s,,Kd,,-2.0
5,42.5,1,4s 6d,"received, received, folds",,,,,,,-0.5
7,21.66,0,3c 4d,"received, received, folds",10d 6c 2c,,Ac,,As,,0.0
4,20.0,2,5d 8h,"received, received, checks",2d 6d Jd,"checks, folds",,,,,-0.5
5,40.0,2,10c Ks,"received, received, calls",5c 6s Kh,checks,7c,"bets, mucks",,,2.5
4,20.0,0,10s 9c,"received, received, folds",,,,,,,0.0
6,21.91,1,8d 4d,"received, received, folds",Ks 9c Qh,,2s,,Jd,,-0.25
6,80.0,0,5s 6d,"received, received, folds",4d 8s Ah,,,,,,0.0
6,80.0,0,3s Kc,"received, received, folds",,,,,,,0.0
5,42.25,0,Ah 7s,"received, received, raises, folds",,,,,,,-2.4
4,20.0,0,4s 7c,"received, received, folds",9d Kd Kh,,3d,,4h,,0.0
5,20.0,2,4h Qs,"received, received, checks",Qh 3s 8h,"checks, calls",6c,"bets, mucks",,,1.91
6,80.0,0,9h Qc,"received, received, folds",,,,,,,0.0
4,20.0,0,10s 6c,"received, received, folds",,,,,,,0.0
5,80.0,0,8s 10s,"received, received, raises, folds",,,,,,,-12.15
4,20.0,0,8h Jh,"received, received, folds",,,,,,,0.0
5,42.25,0,3h 9c,"received, received, folds",9s 5h As,,Kd,,Qd,,0.0
5,80.0,1,8c 4h,"received, received, folds",,,,,,,-1.0
4,20.0,1,Kc 9s,"received, received, folds",10d 3d Ks,,Qs,,,,-0.25
4,80.0,2,2c Kc,"received, received, calls",4h 10d 3s,checks,5h,checks,5s,"checks, mucks",-5.0
4,42.75,1,5s Jc,"received, received, folds",Js Ac 7s,,,,,,-0.5
4,80.0,0,6d 2d,"received, received, folds",,,,,,,0.0
4,20.14,2,4c As,"received, received, folds",,,,,,,-0.5
3,40.0,1,6h 2c,"received, received, folds",,,,,,,-1.0
4,40.0,2,9s 9d,"received, received, raises, mucks",,,,,,,2.75
4,80.0,0,10s 10d,"received, received, raises, calls",Ah 4d Jh,calls,Kd,folds,,,-15.9
4,40.0,0,Kh 9d,"received, received, folds",,,,,,,0.0
3,40.0,2,10c Kd,"received, received, folds",,,,,,,-2.0
5,40.0,0,3h Ac,"received, received, folds",,,,,,,0.0
4,80.0,1,5c 2c,"received, received, folds",,,,,,,-1.0
3,40.0,0,3c Jd,"received, received, folds",Js 4d 9c,,,,,,0.0
5,41.0,1,5c Js,"received, received, folds",,,,,,,-1.0
4,80.0,2,9s 6h,"received, received, folds",,,,,,,-2.0
5,40.0,1,10s 7h,"received, received, folds",,,,,,,-0.5
5,40.0,2,7d Kd,"received, received, mucks",,,,,,,1.0
4,40.0,2,2d 6h,"received, received, folds",,,,,,,-1.0
4,20.14,0,9d Kh,"received, received, folds",6s Jh 6h,,Kc,,,,0.0
4,20.14,0,2c 3s,"received, received, folds",Qs 4d Jh,,5d,,,,0.0
4,20.14,0,As 8d,"received, received, folds",,,,,,,0.0
4,20.14,0,4h 7d,"received, received, folds",,,,,,,0.0
4,20.39,1,7c As,"received, received, folds",10h 5d 9s,,6c,,,,-0.25
4,20.89,2,7d Jh,"received, received, folds",,,,,,,-0.5
4,20.89,0,Ac 6s,"received, received, folds",,,,,,,0.0
3,20.89,0,3h 8d,"received, received, folds",,,,,,,0.0
4,20.89,0,7s Ac,"received, received, folds",,,,,,,0.0
4,21.14,1,7d 5c,"received, received, folds",,,,,,,-0.25
1,42.5,1,8s 6s,"received, received, calls",3h 3s Qh,"bets, mucks",,,,,0.9
2,41.5,1,Ad 8d,"received, received, raises, mucks",,,,,,,1.0
2,41.0,2,Kh 3d,"received, received, mucks",,,,,,,0.5
5,20.0,2,4h 4s,"received, received, calls",8d 9h 5d,checks,Jh,checks,2h,checks,1.14
2,42.0,1,Jc 6c,"received, received, calls, folds",,,,,,,-1.0
5,20.0,0,6s Jh,"received, received, folds",,,,,,,0.0
2,41.5,2,Ac 2d,"received, received, mucks",,,,,,,0.5
5,20.0,0,7s Jh,"received, received, folds",,,,,,,0.0
3,41.5,0,Jc 6h,"received, received, folds",,,,,,,0.0
4,20.0,0,8s 3d,"received, received, folds",,,,,,,0.0
3,40.5,1,Qd Kd,"received, received, raises, mucks",,,,,,,1.0
4,20.0,1,9c 7h,"received, received, folds",,,,,,,-0.25
3,40.0,2,2c Ad,"received, received, mucks",,,,,,,0.5
4,20.0,2,3s 5c,"received, received, folds",8c 2s Qh,,,,,,-0.5
4,20.0,0,3c 5s,"received, received, folds",9s As Qd,,3s,,Jd,,0.0
4,20.0,0,7c 6c,"received, received, folds",,,,,,,0.0
4,20.0,0,5h Kd,"received, received, folds",,,,,,,0.0
4,20.0,1,10c 6c,"received, received, folds",,,,,,,-0.25
5,38.24,0,10c Jc,"received, received, raises, mucks",,,,,,,0.75
5,38.24,0,6s 2d,"received, received, folds",,,,,,,0.0
5,38.49,1,6d 8d,"received, received, folds",4s Js Kd,,,,,,-0.25
5,20.0,0,8s Qh,"received, received, folds",4h 10s 8d,,4d,,2s,,0.0
5,38.24,2,Jd 9s,"received, received, mucks",,,,,,,0.25
6,38.24,0,8s Jc,"received, received, folds",,,,,,,0.0
5,20.0,0,10s 8s,"received, received, folds",4c 4d 6c,,,,,,0.0
6,20.0,0,4s 4c,"received, received, raises, calls",4h 3c 8d,calls,Qd,allin,2c,,18.24
5,20.0,0,5c 10h,"received, received, folds",Kd Ah 8s,,5s,,,,0.0
6,20.15,0,7d 7c,"received, received, calls",Ah 5h Kd,checks,6d,folds,9d,,-1.5
5,20.0,0,2c Kd,"received, received, folds",,,,,,,0.0
6,20.4,1,Jh 5h,"received, received, folds",,,,,,,-0.25
5,20.0,1,Ac 10s,"received, received, raises, calls",2d 4s Qd,"checks, folds",,,,,-3.0
6,20.9,2,2d 5h,"received, received, folds",,,,,,,-0.5
6,20.9,0,6h Ac,"received, received, folds",,,,,,,0.0
5,20.0,2,7c 6s,"received, received, folds",5c 9h Ah,,,,,,-0.5
5,20.0,0,3h 10c,"received, received, folds",,,,,,,0.0
6,20.9,0,8c 5h,"received, received, folds",2d Ah 4d,,,,,,0.0
5,20.0,0,7h 2h,"received, received, folds",,,,,,,0.0
6,20.9,0,2h 8d,"received, received, folds",,,,,,,0.0
5,20.9,0,Jh 8d,"received, received, folds",,,,,,,0.0
5,20.0,0,3s 3c,"received, received, folds",6c As 7c,,Jc,,3h,,0.0
5,20.0,1,7c 6c,"received, received, calls",2h Kc Ac,bets,2d,checks,,"bets, mucks",0.9
5,20.0,0,Kc 6c,"received, received, raises, folds",,,,,,,-1.5
5,20.25,1,Kh 3c,"received, received, folds",,,,,,,-0.25
5,20.0,2,Ks 9c,"received, received, folds",,,,,,,-0.5
5,20.0,2,Ah 9d,"received, received, mucks",,,,,,,0.25
5,27.5,0,6c 9c,"received, received, folds",,,,,,,0.0
5,27.5,0,Ah 5c,"received, received, folds",,,,,,,0.0
5,20.0,1,Qs Qd,"received, received, allin, mucks",,,,,,,7.5
5,20.0,2,Kh 8d,"received, received, folds",,,,,,,-0.5
5,20.0,0,6c 8s,"received, received, folds",,,,,,,0.0
5,20.0,0,5d 5c,"received, received, folds",,,,,,,0.0
5,20.0,0,9d 8d,"received, received, folds",,,,,,,0.0
5,20.0,1,8s 4c,"received, received, folds",,,,,,,-0.25
5,20.0,2,Jh 6c,"received, received, folds",,,,,,,-0.5
5,20.0,0,10h 5c,"received, received, folds",Qs 6h Kd,,,,,,0.0
5,20.0,0,2d 2h,"received, received, folds",,,,,,,0.0
6,20.0,0,6c 6s,"received, received, calls",7s 4s 2h,folds,Qc,,Jc,,-1.12
6,20.0,1,Kc Jd,"received, received, folds",,,,,,,-0.25
6,20.0,2,5d Qc,"received, received, checks",6h 8d 9s,folds,,,,,-0.5
4,40.13,0,2h 6d,"received, received, folds",Jc 4d Js,,2c,,,,0.0
2,10.67,1,9c 3s,"received, received, folds",,,,,,,-0.25
3,10.92,1,6s 7h,"received, received, folds",,,,,,,-0.25
3,10.67,2,Jd 9h,"received, received, mucks",,,,,,,0.25
4,10.67,0,5c 4s,"received, received, folds",,,,,,,0.0
4,21.59,0,10h 10d,"received, received, raises",8c 4s 5s,bets,3c,allin,9h,,18.54
4,10.92,1,4s 2s,"received, received, folds",,,,,,,-0.25
4,10.67,2,2s 4d,"received, received, mucks",,,,,,,0.25
4,21.84,1,6c Kh,"received, received, folds",,,,,,,-0.25
4,10.67,0,10h 6h,"received, received, folds",,,,,,,0.0
4,22.34,2,10d 2h,"received, received, folds",,,,,,,-0.5
4,10.92,1,As 2d,"received, received, folds",,,,,,,-0.25
6,11.42,2,3s Js,"received, received, folds",,,,,,,-0.5
4,22.34,0,Jd 8d,"received, received, folds",Ks 2d 6h,,9s,,9h,,0.0
6,12.42,0,10h As,"received, received, raises, folds",,,,,,,-1.0
5,12.42,0,Qc 8h,"received, received, folds",,,,,,,0.0
4,12.42,0,8h 9h,"received, received, folds",,,,,,,0.0
4,11.67,0,6h 6d,"received, received, allin, mucks",,,,,,,0.75
4,22.34,0,5d 2h,"received, received, folds",7s Ad 9d,,As,,7h,,0.0
4,22.34,0,Jd 10h,"received, received, folds",,,,,,,0.0
3,10.75,1,3d 6d,"received, received, calls",6c 7s 2c,checks,4h,bets,7c,checks,0.92
4,22.59,1,5h Qd,"received, received, folds",,,,,,,-0.25
4,10.75,0,3s 3d,"received, received, folds",2d 9c Qd,,3h,,2h,,0.0
5,23.71,2,4h Ah,"received, received, calls",Qd 10s 6s,"checks, folds",,,,,-1.12
4,10.75,0,9h 4h,"received, received, folds",,,,,,,0.0
5,23.71,0,5d 2d,"received, received, folds",,,,,,,0.0
4,11.0,1,8c 4d,"received, received, folds",,,,,,,-0.25
5,10.0,2,As Qd,"received, received, allin, mucks",,,,,,,1.0
5,23.71,0,3h 6c,"received, received, folds",7h 10d Ad,,,,Qs,,0.0
5,23.71,0,Jc 8c,"received, received, folds",,,,,,,0.0
5,23.71,0,5c 8h,"received, received, folds",,,,,,,0.0
6,10.0,0,Jd 6s,"received, received, folds",8h 4c 2d,,6h,,3d,,0.0
5,23.96,1,3s 10s,"received, received, folds",,,,,,,-0.25
6,10.0,0,4c Ah,"received, received, folds",,,,,,,0.0
5,24.46,2,10h 5d,"received, received, folds",,,,,,,-0.5
6,42.09,0,6d 8d,"received, received, folds",4c Qh Ah,,9s,,Jh,,0.0
6,10.0,1,6h 10d,"received, received, folds",,,,,,,-0.25
5,24.46,0,Ks 8d,"received, received, folds",,,,,,,0.0
4,24.46,0,4s 5h,"received, received, folds",,,,,,,0.0
6,10.0,2,7s 6h,"received, received, folds",,,,,,,-0.5
6,42.09,0,4d 4c,"received, received, folds",7d 8s 9s,,Qs,,Ac,,0.0
4,24.46,0,Qc 3s,"received, received, folds",,,,,,,0.0
4,24.46,0,4c Jc,"received, received, folds",,,,,,,0.0
5,44.09,0,Jh Ac,"received, received, raises, folds",,,,,,,-2.0
3,22.41,1,8s As,"received, received, raises",Kh Ad 7h,"bets, mucks",,,,,2.05
4,22.16,2,Qh 2s,"received, received, mucks",,,,,,,0.25
6,10.0,0,4h 3d,"received, received, folds",3s 2c 9h,,2d,,,,0.0
5,44.34,1,3h As,"received, received, folds",7d 9c Kc,,,,2h,,-0.25
3,22.16,0,6d 5c,"received, received, folds",,,,,,,0.0
6,10.77,0,Ks 10s,"received, received, raises, folds",,,,,,,-1.0
4,22.16,0,9s 2d,"received, received, folds",,,,,,,0.0
5,28.94,2,7d Qd,"received, received, calls",Qh 2c Ks,checks,7s,raises,8d,caps,15.4
3,22.41,1,6c Kd,"received, received, folds",,,,,,,-0.25
6,10.77,0,10c Js,"received, received, folds",Ks 6c 6s,,,,,,0.0
3,20.77,2,10h 10d,"received, received, raises, mucks",,,,,,,1.64
3,20.77,0,7h Jc,"received, received, folds",,,,,,,0.0
5,28.94,0,9d Qc,"received, received, folds",2c 3d Js,,Jd,,,,0.0
3,20.77,0,4s 7s,"received, received, folds",,,,,,,0.0
6,10.77,0,8s 5s,"received, received, folds",As Kh 6s,,Qc,,Ah,,0.0
4,28.94,0,10c Ks,"received, received, folds",6d Jd Js,,Ah,,2s,,0.0
3,21.02,1,4s 8d,"received, received, folds",,,,,,,-0.25
6,11.02,1,10s 8h,"received, received, folds",,,,,,,-0.25
3,20.77,2,3s 7d,"received, received, mucks",,,,,,,0.25
3,20.77,0,2h Ks,"received, received, folds",,,,,,,0.0
6,11.52,2,3s 8s,"received, received, folds",,,,,,,-0.5
4,28.94,0,2h Jh,"received, received, folds",3c 8c 2d,,4h,,,,0.0
4,20.77,0,6s 2h,"received, received, folds",,,,,,,0.0
4,21.02,1,6d 9c,"received, received, folds",,,,,,,-0.25
4,29.45,1,Qh Ad,"received, received, raises",6c 3s 4h,checks,5h,"checks, calls",2h,"checks, calls",-0.51
4,21.52,2,4s Kd,"received, received, folds",,,,,,,-0.5
4,29.2,2,4d Ah,"received, received, mucks",,,,,,,0.25
4,21.52,0,Jd 2s,"received, received, folds",,,,,,,0.0
4,28.45,0,Ac 9d,"received, received, raises, mucks",,,,,,,0.75
5,11.52,0,4d 3h,"received, received, folds",Kh Jh 6s,,,,,,0.0
4,21.52,0,6d Qd,"received, received, folds",,,,,,,0.0
4,21.52,0,8d 9d,"received, received, folds",,,,,,,0.0
4,28.45,0,6s 7c,"received, received, folds",3c Ad 5d,,,,,,0.0
4,21.77,1,5h 10c,"received, received, folds",,,,,,,-0.25
4,31.64,1,5d 5h,"received, received, raises, folds",8h 10h 7s,,Js,,6c,,-3.19
6,11.52,0,9c 7d,"received, received, folds",3h 3c 5s,,,,,,0.0
4,22.27,2,2c 9h,"received, received, folds",,,,,,,-0.5
4,22.27,0,4c 6h,"received, received, folds",,,,,,,0.0
3,22.27,0,Qs 2h,"received, received, folds",,,,,,,0.0
3,22.27,0,As 6h,"received, received, folds",,,,,,,0.0
6,11.52,0,Qd 5d,"received, received, folds",7c 3d Kh,,,,,,0.0
4,27.56,2,Ah 10h,"received, received, calls",2s 4h Ad,"checks, calls",,checks,3c,"bets, mucks",4.08
4,27.56,0,Qd 9h,"received, received, folds",3s 10h Js,,,,,,0.0
4,27.56,0,10h Jc,"received, received, folds",,,,,,,0.0
4,27.81,1,5h 6s,"received, received, folds",7h Jd Ac,,,,,,-0.25
4,21.82,2,Qh 2c,"received, received, checks",3h 5h 2h,"bets, mucks",,,,,0.45
6,11.52,0,9c Ad,"received, received, folds",9s Js 7s,,3c,,5h,,0.0
4,20.0,0,Qh Ac,"received, received, raises",3h 5d 8c,checks,Jh,"bets, mucks",,,1.82
4,28.31,2,2h 10c,"received, received, folds",7h Ac As,,2d,,,,-0.5
5,11.77,1,8s Js,"received, received, folds",10c As 5s,,Ad,,6c,,-0.25
5,20.0,0,9h 8c,"received, received, folds",2h Qd 8h,,Jc,,,,0.0
5,20.0,0,Qh 5d,"received, received, folds",,,,,,,0.0
5,10.0,2,10h Js,"received, received, calls",8h As 2d,checks,7c,bets,Jh,checks,1.77
4,28.31,0,4c 9c,"received, received, folds",,,,,,,0.0
4,28.31,0,3d 9c,"received, received, folds",Jd 2h Qs,,,,,,0.0
4,28.56,1,7d Jc,"received, received, folds",,,,,,,-0.25
5,20.0,1,9h Ks,"received, received, folds",9d Ah 9c,,7d,,,,-0.25
4,20.0,2,Kc As,"received, received, calls",6d 7d 6h,,Js,,6c,,8.56
5,20.0,2,Ks 5d,"received, received, folds",Kc Ac Qc,,4c,,8s,,-0.5
5,20.0,0,9h As,"received, received, folds",,,,,,,0.0
5,20.0,0,7d 9h,"received, received, folds",,,,,,,0.0
5,20.0,1,2s 8h,"received, received, folds",3c Ac 6c,,,,Kc,,-0.5
5,20.0,2,Qs As,"received, received, allin",Kh 5c 2c,,5s,,7c,,-20.0
